CODCLI,REPRESENTACAO
328766,0.00077%
309182,0.00077%
61790,0.00077%
63817,0.00077%
21747,0.00077%
318707,0.00077%
314581,0.00077%
301753,0.00077%
18675,0.00077%
324372,0.00077%
331840,0.00077%
317075,0.00077%
28634,0.00077%
331563,0.00077%
321073,0.00077%
267774,0.00077%
19448,0.00077%
320177,0.00077%
307125,0.00077%
308657,0.00077%
324534,0.00077%
271572,0.00077%
328652,0.00077%
319806,0.00077%
301239,0.00077%
320854,0.00077%
6553,0.00077%
316498,0.00077%
326125,0.00077%
19865,0.00077%
24596,0.00077%
21620,0.00077%
19437,0.00077%
266830,0.00077%
334067,0.00077%
318677,0.00077%
320349,0.00077%
324039,0.00077%
326869,0.00077%
327418,0.00077%
327764,0.00077%
328333,0.00077%
329083,0.00077%
329677,0.00077%
330284,0.00077%
330964,0.00077%
333868,0.00077%
21141,0.00077%
330259,0.00077%
326325,0.00077%
313372,0.00077%
332749,0.00077%
332822,0.00077%
2798,0.00077%
308965,0.00077%
317816,0.00077%
325467,0.00077%
309642,0.00077%
326013,0.00077%
55873,0.00077%
327663,0.00077%
64531,0.00077%
327197,0.00077%
332016,0.00077%
332319,0.00077%
332871,0.00077%
318743,0.00077%
267851,0.00077%
331349,0.00077%
24597,0.00077%
309323,0.00077%
313358,0.00077%
327437,0.00077%
326420,0.00077%
20239,0.00077%
326408,0.00077%
270217,0.00077%
326224,0.00077%
316681,0.00077%
312837,0.00077%
314364,0.00077%
324421,0.00077%
325469,0.00077%
320924,0.00077%
19496,0.00077%
62554,0.00077%
21234,0.00077%
14397,0.00077%
302200,0.00077%
268392,0.00077%
329597,0.00077%
59840,0.00077%
318334,0.00077%
330166,0.00077%
319875,0.00077%
306305,0.00077%
305772,0.00077%
320267,0.00077%
326636,0.00077%
301898,0.00077%
321307,0.00077%
318602,0.00077%
271418,0.00077%
305777,0.00077%
57498,0.00077%
19267,0.00077%
320866,0.00077%
321131,0.00077%
57808,0.00077%
33136,0.00077%
317135,0.00077%
320478,0.00077%
307727,0.00077%
25353,0.00077%
21180,0.00077%
313761,0.00077%
318516,0.00077%
2326,0.00077%
306301,0.00077%
332994,0.00077%
334277,0.00077%
325091,0.00077%
301254,0.00077%
13424,0.00077%
319744,0.00077%
320053,0.00077%
320695,0.00077%
20975,0.00077%
330419,0.00077%
328990,0.00077%
20492,0.00077%
318238,0.00077%
13279,0.00077%
317803,0.00077%
267840,0.00077%
331621,0.00077%
330160,0.00077%
267617,0.00077%
268431,0.00077%
325228,0.00077%
326307,0.00077%
62224,0.00077%
329946,0.00077%
19327,0.00077%
61883,0.00077%
318498,0.00077%
312338,0.00077%
329793,0.00077%
11756,0.00077%
333504,0.00077%
14204,0.00077%
26049,0.00077%
321271,0.00077%
63894,0.00077%
324954,0.00077%
329517,0.00077%
331098,0.00077%
333522,0.00077%
328041,0.00077%
318004,0.00077%
313364,0.00077%
312557,0.00077%
315990,0.00077%
309756,0.00077%
320258,0.00077%
57904,0.00077%
312698,0.00077%
21966,0.00077%
331843,0.00077%
56185,0.00077%
17574,0.00077%
328050,0.00077%
329809,0.00077%
17212,0.00077%
329248,0.00077%
305546,0.00077%
323908,0.00077%
316416,0.00077%
271050,0.00077%
320754,0.00077%
323901,0.00077%
333812,0.00077%
324227,0.00077%
328713,0.00077%
56039,0.00077%
331218,0.00077%
309042,0.00077%
271071,0.00077%
4005,0.00077%
57449,0.00077%
308754,0.00077%
28380,0.00077%
21570,0.00077%
308215,0.00077%
331525,0.00077%
310023,0.00077%
321027,0.00077%
319117,0.00077%
267029,0.00077%
305373,0.00077%
15947,0.00077%
329679,0.00077%
307700,0.00077%
309687,0.00077%
326015,0.00077%
326328,0.00077%
58221,0.00077%
313356,0.00077%
301468,0.00077%
325461,0.00077%
325892,0.00077%
320937,0.00077%
328807,0.00077%
328977,0.00077%
56193,0.00077%
57939,0.00077%
320527,0.00077%
14524,0.00077%
18615,0.00077%
328378,0.00077%
268270,0.00077%
332357,0.00077%
33120,0.00077%
317047,0.00077%
318967,0.00077%
64599,0.00077%
14567,0.00077%
324601,0.00077%
15820,0.00077%
326184,0.00077%
327011,0.00077%
33217,0.00077%
25903,0.00077%
57827,0.00077%
324864,0.00077%
328821,0.00077%
332397,0.00077%
24814,0.00077%
324189,0.00077%
326481,0.00077%
325619,0.00077%
331037,0.00077%
324285,0.00077%
269359,0.00077%
329048,0.00077%
64699,0.00077%
330646,0.00077%
55886,0.00077%
324562,0.00077%
324619,0.00077%
266454,0.00077%
22031,0.00077%
308478,0.00077%
324043,0.00077%
329967,0.00077%
332427,0.00077%
62951,0.00077%
19316,0.00077%
62893,0.00077%
301345,0.00077%
308019,0.00077%
312419,0.00077%
328015,0.00077%
329050,0.00077%
19309,0.00077%
319738,0.00077%
329695,0.00077%
333403,0.00077%
25415,0.00077%
330992,0.00077%
33583,0.00077%
329071,0.00077%
22393,0.00077%
58341,0.00077%
328649,0.00077%
331370,0.00077%
333857,0.00077%
313066,0.00077%
321344,0.00077%
325067,0.00077%
16908,0.00077%
22571,0.00077%
326055,0.00077%
325156,0.00077%
18361,0.00077%
302641,0.00077%
314422,0.00077%
307100,0.00077%
270866,0.00077%
328138,0.00077%
328294,0.00077%
57382,0.00077%
320279,0.00077%
328148,0.00077%
329903,0.00077%
325393,0.00077%
329512,0.00077%
307107,0.00077%
319638,0.00077%
32777,0.00077%
319602,0.00077%
325676,0.00077%
326020,0.00077%
331166,0.00077%
332110,0.00077%
25463,0.00077%
320069,0.00077%
306074,0.00077%
26045,0.00077%
331710,0.00077%
324049,0.00077%
19775,0.00077%
327870,0.00077%
325508,0.00077%
62703,0.00077%
64509,0.00077%
330601,0.00077%
267960,0.00077%
305846,0.00077%
59924,0.00077%
192,0.00077%
301472,0.00077%
320380,0.00077%
308286,0.00077%
330248,0.00077%
327184,0.00077%
13735,0.00077%
329404,0.00077%
56285,0.00077%
20435,0.00077%
334031,0.00077%
20100,0.00077%
309050,0.00077%
319538,0.00077%
308502,0.00077%
319857,0.00077%
320151,0.00077%
318769,0.00077%
321282,0.00077%
319835,0.00077%
326664,0.00077%
314409,0.00077%
332791,0.00077%
324158,0.00077%
305381,0.00077%
316915,0.00077%
317815,0.00077%
24579,0.00077%
309109,0.00077%
12448,0.00077%
13070,0.00077%
302823,0.00077%
323522,0.00077%
324041,0.00077%
15738,0.00077%
22180,0.00077%
270055,0.00077%
28642,0.00077%
327396,0.00077%
328324,0.00077%
334123,0.00077%
320460,0.00077%
323714,0.00077%
21276,0.00077%
325090,0.00077%
326216,0.00077%
329054,0.00077%
61596,0.00077%
326862,0.00077%
333238,0.00077%
329860,0.00077%
271456,0.00077%
309607,0.00077%
318219,0.00077%
325371,0.00077%
308361,0.00077%
332755,0.00077%
19592,0.00077%
330254,0.00077%
64049,0.00077%
321230,0.00077%
332678,0.00077%
25821,0.00077%
326789,0.00077%
269515,0.00077%
310757,0.00077%
326673,0.00077%
65223,0.00077%
316635,0.00077%
314521,0.00077%
325511,0.00077%
25349,0.00077%
302308,0.00077%
314263,0.00077%
21581,0.00077%
59583,0.00077%
333272,0.00077%
308745,0.00077%
333425,0.00077%
60022,0.00077%
15985,0.00077%
328620,0.00077%
328636,0.00077%
332684,0.00077%
268513,0.00077%
319121,0.00077%
328872,0.00077%
329941,0.00077%
334270,0.00077%
61766,0.00077%
330301,0.00077%
13619,0.00077%
318905,0.00077%
331099,0.00077%
332538,0.00077%
15915,0.00077%
333032,0.00077%
19593,0.00077%
57450,0.00077%
330968,0.00077%
330784,0.00077%
329119,0.00077%
330772,0.00077%
333358,0.00077%
334043,0.00077%
329730,0.00077%
267315,0.00077%
308960,0.00077%
329643,0.00077%
61945,0.00077%
329993,0.00077%
314531,0.00077%
330705,0.00077%
328010,0.00077%
328512,0.00077%
331355,0.00077%
331553,0.00077%
22517,0.00077%
331980,0.00077%
332195,0.00077%
267216,0.00077%
332627,0.00077%
332276,0.00077%
62783,0.00077%
62051,0.00077%
327917,0.00077%
332975,0.00077%
20873,0.00077%
318594,0.00077%
320455,0.00077%
63108,0.00077%
269522,0.00077%
64043,0.00077%
14585,0.00077%
19645,0.00077%
328193,0.00077%
323525,0.00077%
327815,0.00077%
328381,0.00077%
18478,0.00077%
317895,0.00077%
310389,0.00077%
33129,0.00077%
313966,0.00077%
302665,0.00077%
316586,0.00077%
310500,0.00077%
320535,0.00077%
323503,0.00077%
324830,0.00077%
21325,0.00077%
18728,0.00077%
313983,0.00077%
327270,0.00077%
327552,0.00077%
327643,0.00077%
329696,0.00077%
320231,0.00077%
320536,0.00077%
25591,0.00077%
307534,0.00077%
59898,0.00077%
305380,0.00077%
325792,0.00077%
313346,0.00077%
331529,0.00077%
332330,0.00077%
333224,0.00077%
333459,0.00077%
60007,0.00077%
61584,0.00077%
318283,0.00077%
321083,0.00077%
324161,0.00077%
324837,0.00077%
328514,0.00077%
332236,0.00077%
332744,0.00077%
301953,0.00077%
58082,0.00077%
334376,0.00077%
268451,0.00077%
61765,0.00077%
319920,0.00077%
15625,0.00077%
319947,0.00077%
16982,0.00077%
333886,0.00077%
25206,0.00077%
321140,0.00077%
329357,0.00077%
320059,0.00077%
333260,0.00077%
316655,0.00077%
309350,0.00077%
320339,0.00077%
332949,0.00077%
315447,0.00077%
269931,0.00077%
314752,0.00077%
307968,0.00077%
12355,0.00077%
318636,0.00077%
326008,0.00077%
329774,0.00077%
334361,0.00077%
314631,0.00077%
328703,0.00077%
319609,0.00077%
312563,0.00077%
327249,0.00077%
326418,0.00077%
319832,0.00077%
328450,0.00077%
317345,0.00077%
20026,0.00077%
319423,0.00077%
4009,0.00077%
317957,0.00077%
328895,0.00077%
319601,0.00077%
326622,0.00077%
33863,0.00077%
16231,0.00077%
330494,0.00077%
330427,0.00077%
329969,0.00077%
316794,0.00077%
308053,0.00077%
332463,0.00077%
318523,0.00077%
330849,0.00077%
325471,0.00077%
20551,0.00077%
332217,0.00077%
327472,0.00077%
324231,0.00077%
302275,0.00077%
315870,0.00077%
326778,0.00077%
327302,0.00077%
318510,0.00077%
326899,0.00077%
332969,0.00077%
315362,0.00077%
313856,0.00077%
270734,0.00077%
333688,0.00077%
17884,0.00077%
62196,0.00077%
315064,0.00077%
307488,0.00077%
324186,0.00077%
328446,0.00077%
309521,0.00077%
329138,0.00077%
325612,0.00077%
326647,0.00077%
301166,0.00077%
333211,0.00077%
318984,0.00077%
314896,0.00077%
330144,0.00077%
317362,0.00077%
328646,0.00077%
327559,0.00077%
327623,0.00077%
307782,0.00077%
309194,0.00077%
4004,0.00077%
269938,0.00077%
333042,0.00077%
334235,0.00077%
329840,0.00077%
333233,0.00077%
315010,0.00077%
333847,0.00077%
328569,0.00077%
332255,0.00077%
333901,0.00077%
21402,0.00077%
328176,0.00077%
266364,0.00077%
21983,0.00077%
269675,0.00077%
331775,0.00077%
318353,0.00077%
62638,0.00077%
319034,0.00077%
306943,0.00077%
326695,0.00077%
332258,0.00077%
319825,0.00077%
327400,0.00077%
13405,0.00077%
324259,0.00077%
324258,0.00077%
266887,0.00077%
318614,0.00077%
328831,0.00077%
267485,0.00077%
310064,0.00077%
330603,0.00077%
57856,0.00077%
324275,0.00077%
307901,0.00077%
313933,0.00077%
329760,0.00077%
326466,0.00077%
313264,0.00077%
333926,0.00077%
328405,0.00077%
332739,0.00077%
57627,0.00077%
55956,0.00077%
331253,0.00077%
332261,0.00077%
305806,0.00077%
333633,0.00077%
327353,0.00077%
26333,0.00077%
332216,0.00077%
332526,0.00077%
326821,0.00077%
60019,0.00077%
313241,0.00077%
28537,0.00077%
25414,0.00077%
315909,0.00077%
269620,0.00077%
321165,0.00077%
13783,0.00077%
33135,0.00077%
59603,0.00077%
326639,0.00077%
321000,0.00077%
321297,0.00077%
331945,0.00077%
18325,0.00077%
30385,0.00077%
321347,0.00077%
267969,0.00077%
320890,0.00077%
328674,0.00077%
308343,0.00077%
28414,0.00077%
314343,0.00077%
2998,0.00077%
334035,0.00077%
314732,0.00077%
325809,0.00077%
334179,0.00077%
333980,0.00077%
324623,0.00077%
17070,0.00077%
266362,0.00077%
315429,0.00077%
319691,0.00077%
334234,0.00077%
334011,0.00077%
16835,0.00077%
20336,0.00077%
20338,0.00077%
321249,0.00077%
328513,0.00077%
22597,0.00077%
57513,0.00077%
63848,0.00077%
308902,0.00077%
319855,0.00077%
326319,0.00077%
12424,0.00077%
334147,0.00077%
332112,0.00077%
319504,0.00077%
64200,0.00077%
328083,0.00077%
26305,0.00077%
331725,0.00077%
267723,0.00077%
271201,0.00077%
32437,0.00077%
4202,0.00077%
321197,0.00077%
14384,0.00077%
320027,0.00077%
325879,0.00077%
330111,0.00077%
309072,0.00077%
59526,0.00077%
317461,0.00077%
17073,0.00077%
24542,0.00077%
318165,0.00077%
22311,0.00077%
318577,0.00077%
332142,0.00077%
323783,0.00077%
59978,0.00077%
16425,0.00077%
318977,0.00077%
331687,0.00077%
315067,0.00077%
330743,0.00077%
308158,0.00077%
327978,0.00077%
16491,0.00077%
328891,0.00077%
318569,0.00077%
62194,0.00077%
309242,0.00077%
320041,0.00077%
334052,0.00077%
326604,0.00077%
305881,0.00077%
329214,0.00077%
332259,0.00077%
2476,0.00077%
20675,0.00077%
33523,0.00077%
328721,0.00077%
324058,0.00077%
268426,0.00077%
329594,0.00077%
25390,0.00077%
331735,0.00077%
32739,0.00077%
14226,0.00077%
305843,0.00077%
321019,0.00077%
317079,0.00077%
28491,0.00077%
325004,0.00077%
325784,0.00077%
17601,0.00077%
267712,0.00077%
324487,0.00077%
63618,0.00077%
270744,0.00077%
326801,0.00077%
308271,0.00077%
330103,0.00077%
57680,0.00077%
332029,0.00077%
333217,0.00077%
332043,0.00077%
316576,0.00077%
325908,0.00077%
328483,0.00077%
333389,0.00077%
305616,0.00077%
318691,0.00077%
14126,0.00077%
326142,0.00077%
330368,0.00077%
333065,0.00077%
295184,0.00077%
326343,0.00077%
33336,0.00077%
324858,0.00077%
331441,0.00077%
334248,0.00077%
319608,0.00077%
266983,0.00077%
330607,0.00077%
33633,0.00077%
17668,0.00077%
331635,0.00077%
63938,0.00077%
25114,0.00077%
312450,0.00077%
327464,0.00077%
327725,0.00077%
330052,0.00077%
326305,0.00077%
332326,0.00077%
308200,0.00077%
302577,0.00077%
313797,0.00077%
325178,0.00077%
33479,0.00077%
268452,0.00077%
61543,0.00077%
330275,0.00077%
16413,0.00077%
58149,0.00077%
308730,0.00077%
309000,0.00077%
17683,0.00077%
20949,0.00077%
318834,0.00077%
302254,0.00077%
19258,0.00077%
32634,0.00077%
331254,0.00077%
332358,0.00077%
319122,0.00077%
305636,0.00077%
333736,0.00077%
22584,0.00077%
333793,0.00077%
334093,0.00077%
328629,0.00077%
323748,0.00077%
327938,0.00077%
324879,0.00077%
62561,0.00077%
24852,0.00077%
329975,0.00077%
55659,0.00077%
332309,0.00077%
333366,0.00077%
328486,0.00077%
18959,0.00077%
320999,0.00077%
325273,0.00077%
301458,0.00077%
325261,0.00077%
312829,0.00077%
332611,0.00077%
323543,0.00077%
316695,0.00077%
320246,0.00077%
270270,0.00077%
266474,0.00077%
19564,0.00077%
314640,0.00077%
269673,0.00077%
270931,0.00077%
302175,0.00077%
331669,0.00077%
330638,0.00077%
332465,0.00077%
269555,0.00077%
328292,0.00077%
333386,0.00077%
327339,0.00077%
323535,0.00077%
329192,0.00077%
19727,0.00077%
332475,0.00077%
329005,0.00077%
326483,0.00077%
326071,0.00077%
326302,0.00077%
324811,0.00077%
327501,0.00077%
329893,0.00077%
317411,0.00077%
333691,0.00077%
316896,0.00077%
320931,0.00077%
20268,0.00077%
332038,0.00077%
20626,0.00077%
330812,0.00077%
56066,0.00077%
307243,0.00077%
331278,0.00077%
331377,0.00077%
324618,0.00077%
307909,0.00077%
326761,0.00077%
270803,0.00077%
61586,0.00077%
333083,0.00077%
306694,0.00077%
17801,0.00077%
317820,0.00077%
314117,0.00077%
318166,0.00077%
321176,0.00077%
22040,0.00077%
306478,0.00077%
318011,0.00077%
331787,0.00077%
25645,0.00077%
333942,0.00077%
267808,0.00077%
58445,0.00077%
324145,0.00077%
326478,0.00077%
19026,0.00077%
61958,0.00077%
319363,0.00077%
26184,0.00077%
307227,0.00077%
61419,0.00077%
20635,0.00077%
317288,0.00077%
313851,0.00077%
18536,0.00077%
17803,0.00077%
22706,0.00077%
63171,0.00077%
18412,0.00077%
62837,0.00077%
309878,0.00077%
308994,0.00077%
318906,0.00077%
323842,0.00077%
333635,0.00077%
326614,0.00077%
328066,0.00077%
65323,0.00077%
314344,0.00077%
332789,0.00077%
25053,0.00077%
309978,0.00077%
15742,0.00077%
313514,0.00077%
320048,0.00077%
309516,0.00077%
324366,0.00077%
64668,0.00077%
305276,0.00077%
33825,0.00077%
33586,0.00077%
318900,0.00077%
327716,0.00077%
12680,0.00077%
305916,0.00077%
327465,0.00077%
319783,0.00077%
314550,0.00077%
271032,0.00077%
58076,0.00077%
308307,0.00077%
320083,0.00077%
320529,0.00077%
319965,0.00077%
266990,0.00077%
59987,0.00077%
268302,0.00077%
313512,0.00077%
309374,0.00077%
331194,0.00077%
328577,0.00077%
310110,0.00077%
328345,0.00077%
18798,0.00077%
25615,0.00077%
316558,0.00077%
305352,0.00077%
327114,0.00077%
33209,0.00077%
20192,0.00077%
325614,0.00077%
328226,0.00077%
19726,0.00077%
12713,0.00077%
318412,0.00077%
327939,0.00077%
306831,0.00077%
332706,0.00077%
21734,0.00077%
57624,0.00077%
309706,0.00077%
271078,0.00077%
62980,0.00077%
17915,0.00077%
333775,0.00077%
306497,0.00077%
333265,0.00077%
18791,0.00077%
329834,0.00077%
22610,0.00077%
327376,0.00077%
321110,0.00077%
333723,0.00077%
22730,0.00077%
19134,0.00077%
328844,0.00077%
305701,0.00077%
318910,0.00077%
270642,0.00077%
311980,0.00077%
332648,0.00077%
306249,0.00077%
26324,0.00077%
327500,0.00077%
21206,0.00077%
310254,0.00077%
302693,0.00077%
327952,0.00077%
327450,0.00077%
25112,0.00077%
317307,0.00077%
22602,0.00077%
316900,0.00077%
323220,0.00077%
331440,0.00077%
329082,0.00077%
315508,0.00077%
318733,0.00077%
305530,0.00077%
28712,0.00077%
327711,0.00077%
56129,0.00077%
316549,0.00077%
301412,0.00077%
321540,0.00077%
32753,0.00077%
329402,0.00077%
22515,0.00077%
330701,0.00077%
309027,0.00077%
269645,0.00077%
314664,0.00077%
326339,0.00077%
267114,0.00077%
22472,0.00077%
19060,0.00077%
327832,0.00077%
330431,0.00077%
326330,0.00077%
330250,0.00077%
323278,0.00077%
331401,0.00077%
330835,0.00077%
21718,0.00077%
328538,0.00077%
309346,0.00077%
332811,0.00077%
332113,0.00077%
58417,0.00077%
17097,0.00077%
321105,0.00077%
266982,0.00077%
19380,0.00077%
59632,0.00077%
312394,0.00077%
318788,0.00077%
16906,0.00077%
305407,0.00077%
331626,0.00077%
333419,0.00077%
18788,0.00077%
301392,0.00077%
329737,0.00077%
332344,0.00077%
331550,0.00077%
22576,0.00077%
329269,0.00077%
61540,0.00077%
333589,0.00077%
320624,0.00077%
22638,0.00077%
328970,0.00077%
266678,0.00077%
317344,0.00077%
65259,0.00077%
324310,0.00077%
321530,0.00077%
329095,0.00077%
326477,0.00077%
295153,0.00077%
329810,0.00077%
331935,0.00077%
28493,0.00077%
309195,0.00077%
63143,0.00077%
330425,0.00077%
30462,0.00077%
329296,0.00077%
310011,0.00077%
56213,0.00077%
326485,0.00077%
270501,0.00077%
14427,0.00077%
13719,0.00077%
64924,0.00077%
13374,0.00077%
306127,0.00077%
301827,0.00077%
324055,0.00077%
316690,0.00077%
330417,0.00077%
327547,0.00077%
13876,0.00077%
330754,0.00077%
332889,0.00077%
330967,0.00077%
327539,0.00077%
25070,0.00077%
312424,0.00077%
326866,0.00077%
19245,0.00077%
320126,0.00077%
63796,0.00077%
315398,0.00077%
18065,0.00077%
317606,0.00077%
306639,0.00077%
271463,0.00077%
64782,0.00077%
333024,0.00077%
270942,0.00077%
323502,0.00077%
320191,0.00077%
306700,0.00077%
310782,0.00077%
325740,0.00077%
330263,0.00077%
319463,0.00077%
326848,0.00077%
331744,0.00077%
320554,0.00077%
326617,0.00077%
328984,0.00077%
2523,0.00077%
329335,0.00077%
329401,0.00077%
301776,0.00077%
326349,0.00077%
332082,0.00077%
331418,0.00077%
269549,0.00077%
332282,0.00077%
26249,0.00077%
13345,0.00077%
13307,0.00077%
325089,0.00077%
331479,0.00077%
25064,0.00077%
327667,0.00077%
332235,0.00077%
16718,0.00077%
65228,0.00077%
301511,0.00077%
326500,0.00077%
16294,0.00077%
332829,0.00077%
330893,0.00077%
18776,0.00077%
61714,0.00077%
2787,0.00077%
310096,0.00077%
325275,0.00077%
330129,0.00077%
331777,0.00077%
310375,0.00077%
306026,0.00077%
32428,0.00077%
318488,0.00077%
328008,0.00077%
271076,0.00077%
320466,0.00077%
325442,0.00077%
22778,0.00077%
330604,0.00077%
332922,0.00077%
21323,0.00077%
64296,0.00077%
12602,0.00077%
18824,0.00077%
301931,0.00077%
313516,0.00077%
318941,0.00077%
317850,0.00077%
14144,0.00077%
333567,0.00077%
327529,0.00077%
327357,0.00077%
325915,0.00077%
313671,0.00077%
22479,0.00077%
329053,0.00077%
330386,0.00077%
329963,0.00077%
329624,0.00077%
320133,0.00077%
324910,0.00077%
316719,0.00077%
320963,0.00077%
331504,0.00077%
312003,0.00077%
313308,0.00077%
329444,0.00077%
328044,0.00077%
57799,0.00077%
268447,0.00077%
18863,0.00077%
6674,0.00077%
320794,0.00077%
4118,0.00077%
64353,0.00077%
327666,0.00077%
57771,0.00077%
18031,0.00077%
332732,0.00077%
270106,0.00077%
24673,0.00077%
317999,0.00077%
270299,0.00077%
24875,0.00077%
12389,0.00077%
327986,0.00077%
28483,0.00077%
305549,0.00077%
327354,0.00077%
24808,0.00077%
331877,0.00077%
326696,0.00077%
25492,0.00077%
330293,0.00077%
22174,0.00077%
325752,0.00077%
325927,0.00077%
270673,0.00077%
15500,0.00077%
321023,0.00077%
332226,0.00077%
309122,0.00077%
20701,0.00077%
328630,0.00077%
327123,0.00077%
334146,0.00077%
17418,0.00077%
312149,0.00077%
329778,0.00077%
269553,0.00077%
323749,0.00077%
330200,0.00077%
17676,0.00077%
329765,0.00077%
328651,0.00077%
33124,0.00077%
327487,0.00077%
311962,0.00077%
331835,0.00077%
317796,0.00077%
328935,0.00077%
316927,0.00077%
59894,0.00077%
324139,0.00077%
326813,0.00077%
267596,0.00077%
317456,0.00077%
302852,0.00077%
20073,0.00077%
317494,0.00077%
28492,0.00077%
14503,0.00077%
57858,0.00077%
318111,0.00077%
306832,0.00077%
333448,0.00077%
268287,0.00077%
21922,0.00077%
332009,0.00077%
332296,0.00077%
313587,0.00077%
62509,0.00077%
271406,0.00077%
331659,0.00077%
319287,0.00077%
318354,0.00077%
266456,0.00077%
63274,0.00077%
331021,0.00077%
325387,0.00077%
333698,0.00077%
13711,0.00077%
333876,0.00077%
305835,0.00077%
333662,0.00077%
19382,0.00077%
331576,0.00077%
324588,0.00077%
331367,0.00077%
271074,0.00077%
308638,0.00077%
327156,0.00077%
317262,0.00077%
33492,0.00077%
308964,0.00077%
329685,0.00077%
63759,0.00062%
24689,0.00062%
313996,0.00062%
269998,0.00062%
270781,0.00062%
319626,0.00062%
319952,0.00062%
16127,0.00062%
313502,0.00062%
266423,0.00062%
